Simulated Composition,Energy above convex hull (meV/atom)
"Ca4Ba4Ni4Co4O24
",294.310413121
"La4Ba4Ni4Co4O24
",177.346156263
"Pr4Ba4Ni4Co4O24
",191.512363013
"Sr4Ba4Ni4Co4O24
",222.246511037
"Y4Ba4Ni4Co4O24
",226.507616263
"Ca4Ba4Fe1Ni7O24
",323.82263694
"La4Ba4Fe1Ni7O24
",206.364163582
"Pr4Ba4Fe1Ni7O24
",221.055903582
"Sr4Ba4Fe1Ni7O24
",237.99271494
"Y4Ba4Fe1Ni7O24
",340.306362957
"Ca4Ba4Fe2Ni6O24
",309.856621449
"La4Ba4Fe2Ni6O24
",189.648364591
"Pr4Ba4Fe2Ni6O24
",204.046571341
"Sr4Ba4Fe2Ni6O24
",223.816699449
"Y4Ba4Fe2Ni6O24
",320.529824591
"Ca4Ba4Mn1Ni7O24
",340.437655068
"La4Ba4Mn1Ni7O24
",213.49368171
"Pr4Ba4Mn1Ni7O24
",227.87867171
"Sr4Ba4Mn1Ni7O24
",255.478983068
"Y4Ba4Mn1Ni7O24
",349.453381085
"Ca4Ba4Mn2Ni6O24
",318.399907705
"La4Ba4Mn2Ni6O24
",201.32142318
"Pr4Ba4Mn2Ni6O24
",232.699818764
"Sr4Ba4Mn2Ni6O24
",233.810235705
"Y4Ba4Mn2Ni6O24
",337.214376097
"Sr4Ba4Mn4Ni4O24
",199.00234553
"Ba4Ca4Fe1Co7O24
",187.894408571
"La4Ca4Fe1Co7O24
",101.887891775
"Pr4Ca4Fe1Co7O24
",59.8511380874
"Sr4Ca4Fe1Co7O24
",143.517205481
"Y4Ca4Fe1Co7O24
",76.4960376187
"Ba4Ca4Fe2Co6O24
",205.564030427
"La4Ca4Fe2Co6O24
",111.026327787
"Pr4Ca4Fe2Co6O24
",129.319113662
"Sr4Ca4Fe2Co6O24
",156.185442293
"Y4Ca4Fe2Co6O24
",76.9784094743
"Ba4Ca4Mn1Co7O24
",180.660958134
"La4Ca4Mn1Co7O24
",70.4378966858
"Pr4Ca4Mn1Co7O24
",70.822087223
"Sr4Ca4Mn1Co7O24
",130.558998313
"Y4Ca4Mn1Co7O24
",82.3163755428
"Ba4Ca4Mn2Co6O24
",197.124129552
"La4Ca4Mn2Co6O24
",110.209087608
"Pr4Ca4Mn2Co6O24
",96.9915119328
"Sr4Ca4Mn2Co6O24
",149.647777957
"Y4Ca4Mn2Co6O24
",210.107835323
"Ba4Ca4Mn4Co4O24
",195.67275424
"La4Ca4Mn4Co4O24
",91.2847571679
"Pr4Ca4Mn4Co4O24
",97.7091113525
"Ba4Ca4Co7Ni1O24
",212.756630817
"La4Ca4Co7Ni1O24
",83.5495498644
"Pr4Ca4Co7Ni1O24
",135.164756614
"Sr4Ca4Co7Ni1O24
",166.21281277
"Y4Ca4Co7Ni1O24
",88.6267598644
"Ba4Ca4Co6Ni2O24
",247.684974918
"La4Ca4Co6Ni2O24
",151.356143966
"Pr4Ca4Co6Ni2O24
",161.293350716
"Sr4Ca4Co6Ni2O24
",208.659156871
"Y4Ca4Co6Ni2O24
",252.161353966
"Ba4Ca4Co4Ni4O24
",296.095913121
"La4Ca4Co4Ni4O24
",177.317832168
"Pr4Ca4Co4Ni4O24
",184.516538918
"Sr4Ca4Co4Ni4O24
",247.005095074
"Y4Ca4Co4Ni4O24
",280.854292168
"Ba4Ca4Mn7Co1O24
",206.610133579
"La4Ca4Mn7Co1O24
",96.9267962097
"Pr4Ca4Mn7Co1O24
",103.456135482
"Sr4Ca4Mn7Co1O24
",154.641811103
"Y4Ca4Mn7Co1O24
",192.088746793
"Ba4Ca4Mn6Co2O24
",198.592673799
"La4Ca4Mn6Co2O24
",100.117426727
"Pr4Ca4Mn6Co2O24
",98.3944607723
"Sr4Ca4Mn6Co2O24
",141.921101323
"Y4Ca4Mn6Co2O24
",193.969855727
"Pr4Ca4Mn4Co4O24
",88.4773613525
"Sr4Ca4Mn4Co4O24
",140.265181764
"Y4Ca4Mn4Co4O24
",187.885254882
"Ba4Ca4Mn7Fe1O24
",192.712755435
"La4Ca4Mn7Fe1O24
",94.433508918
"Pr4Ca4Mn7Fe1O24
",100.763646126
"Sr4Ca4Mn7Fe1O24
",135.408932958
"Y4Ca4Mn7Fe1O24
",188.51316397
"Ba4Ca4Mn6Fe2O24
",192.01041751
"La4Ca4Mn6Fe2O24
",94.837602144
"Pr4Ca4Mn6Fe2O24
",95.4547320607
"Sr4Ca4Mn6Fe2O24
",131.977595034
"Y4Ca4Mn6Fe2O24
",183.449190081
"Ba4Ca4Mn7Ni1O24
",213.33322768
"La4Ca4Mn7Ni1O24
",102.79458377
"Pr4Ca4Mn7Ni1O24
",108.425979583
"Sr4Ca4Mn7Ni1O24
",159.401405204
"Y4Ca4Mn7Ni1O24
",197.309000251
"Ba4Ca4Mn6Ni2O24
",234.968862002
"La4Ca4Mn6Ni2O24
",116.278718092
"Pr4Ca4Mn6Ni2O24
",121.127398975
"Sr4Ca4Mn6Ni2O24
",185.807039526
"Y4Ca4Mn6Ni2O24
",216.454612644
"Ba4Ca4Mn4Ni4O24
",313.722880645
"La4Ca4Mn4Ni4O24
",154.707610893
"Pr4Ca4Mn4Ni4O24
",160.233987758
"Sr4Ca4Mn4Ni4O24
",240.576558169
"Y4Ca4Mn4Ni4O24
",259.086381287
"Ba4Ca4Ni7Co1O24
",354.737751878
"La4Ca4Ni7Co1O24
",253.019864472
"Pr4Ca4Ni7Co1O24
",259.216571222
"Sr4Ca4Ni7Co1O24
",329.042834288
"Y4Ca4Ni7Co1O24
",353.349574472
"Ba4Ca4Ni6Co2O24
",364.707101324
"La4Ca4Ni6Co2O24
",238.522270371
"Pr4Ca4Ni6Co2O24
",245.488977121
"Sr4Ca4Ni6Co2O24
",315.514875145
"Y4Ca4Ni6Co2O24
",338.955480371
"Ba4Ca4Ni4Co4O24
",330.939913121
"La4Ca4Ni4Co4O24
",179.999332168
"Pr4Ca4Ni4Co4O24
",186.717788918
"Sr4Ca4Ni4Co4O24
",250.995845074
"Y4Ca4Ni4Co4O24
",144.889042168
"Ba4Ca4Fe1Ni7O24
",332.21213694
"La4Ca4Fe1Ni7O24
",252.001050484
"Pr4Ca4Fe1Ni7O24
",258.640046797
"Sr4Ca4Fe1Ni7O24
",317.205543003
"Y4Ca4Fe1Ni7O24
",350.052570547
"Ba4Ca4Fe2Ni6O24
",317.356871449
"La4Ca4Fe2Ni6O24
",230.917642395
"Pr4Ca4Fe2Ni6O24
",238.98817827
"Sr4Ca4Fe2Ni6O24
",298.525792574
"Y4Ca4Fe2Ni6O24
",328.54172252
"Ba4Ca4Mn1Ni7O24
",349.605405068
"La4Ca4Mn1Ni7O24
",247.474246653
"Pr4Ca4Mn1Ni7O24
",252.611495932
"Sr4Ca4Mn1Ni7O24
",323.63415062
"Y4Ca4Mn1Ni7O24
",346.902034252
"Ba4Ca4Mn2Ni6O24
",346.087907705
"La4Ca4Mn2Ni6O24
",218.137284733
"Pr4Ca4Mn2Ni6O24
",223.307826541
"Sr4Ca4Mn2Ni6O24
",305.414507809
"Y4Ca4Mn2Ni6O24
",318.43464993
"Pr4Ca4Mn4Ni4O24
",164.002237758
"Ba4Sr4Fe1Co7O24
",120.403529576
"Ca4Sr4Fe1Co7O24
",141.453455481
"La4Sr4Fe1Co7O24
",71.0448978223
"Pr4Sr4Fe1Co7O24
",85.4936441348
"Y4Sr4Fe1Co7O24
",89.577908623
"Ca4Sr4Fe2Co6O24
",142.826192293
"La4Sr4Fe2Co6O24
",78.9063338342
"Pr4Sr4Fe2Co6O24
",84.9348697092
"Y4Sr4Fe2Co6O24
",104.459645435
"Ba4Sr4Mn1Co7O24
",124.842572407
"Ca4Sr4Mn1Co7O24
",144.154498313
"La4Sr4Mn1Co7O24
",68.4009027332
"Pr4Sr4Mn1Co7O24
",79.9859482049
"Y4Sr4Mn1Co7O24
",88.5969514549
"Ba4Sr4Mn2Co6O24
",134.599602052
"Ca4Sr4Mn2Co6O24
",150.042027957
"La4Sr4Mn2Co6O24
",55.9498436559
"Pr4Sr4Mn2Co6O24
",65.6442278493
"Y4Sr4Mn2Co6O24
",170.005981099
"Ca4Sr4Mn4Co4O24
",138.575931764
"Ba4Sr4Co7Ni1O24
",148.873886864
"Ca4Sr4Co7Ni1O24
",179.65931277
"La4Sr4Co7Ni1O24
",79.3248059118
"Pr4Sr4Co7Ni1O24
",89.5472626618
"Y4Sr4Co7Ni1O24
",109.381015912
"Ba4Sr4Co6Ni2O24
",182.220980966
"Ca4Sr4Co6Ni2O24
",213.365656871
"La4Sr4Co6Ni2O24
",97.3721500131
"Pr4Sr4Co6Ni2O24
",118.314106763
"Y4Sr4Co6Ni2O24
",123.035360013
"Ba4Sr4Co4Ni4O24
",223.624761037
"Ca4Sr4Co4Ni4O24
",244.800345074
"La4Sr4Co4Ni4O24
",136.443088216
"Pr4Sr4Co4Ni4O24
",139.928044966
"Y4Sr4Co4Ni4O24
",147.525298216
"Ba4Sr4Mn7Co1O24
",162.784212621
"Ca4Sr4Mn7Co1O24
",151.898311103
"La4Sr4Mn7Co1O24
",60.2850907134
"Pr4Sr4Mn7Co1O24
",64.0241718081
"Y4Sr4Mn7Co1O24
",55.5045541958
"Ba4Sr4Mn6Co2O24
",165.109729704
"Ca4Sr4Mn6Co2O24
",139.231351323
"La4Sr4Mn6Co2O24
",59.5241562349
"Pr4Sr4Mn6Co2O24
",64.5557198987
"Y4Sr4Mn6Co2O24
",158.202912866
"Ba4Sr4Mn4Co4O24
",138.09122581
"La4Sr4Mn4Co4O24
",54.6384029447
"Pr4Sr4Mn4Co4O24
",54.158767202
"Y4Sr4Mn4Co4O24
",77.4665625486
"Ba4Sr4Mn7Fe1O24
",133.883367445
"Ca4Sr4Mn7Fe1O24
",132.392432958
"La4Sr4Mn7Fe1O24
",53.128244668
"Pr4Sr4Mn7Fe1O24
",61.576363168
"Y4Sr4Mn7Fe1O24
",150.801863418
"Ba4Sr4Mn6Fe2O24
",126.818170219
"Ca4Sr4Mn6Fe2O24
",129.155595034
"La4Sr4Mn6Fe2O24
",45.293214144
"Pr4Sr4Mn6Fe2O24
",56.852612394
"Y4Sr4Mn6Fe2O24
",143.519281311
"Ba4Sr4Mn7Ni1O24
",160.434806722
"Ca4Sr4Mn7Ni1O24
",158.413405204
"La4Sr4Mn7Ni1O24
",69.2085003268
"Pr4Sr4Mn7Ni1O24
",72.8852659094
"Y4Sr4Mn7Ni1O24
",165.45646046
"Ba4Sr4Mn6Ni2O24
",180.035167907
"Ca4Sr4Mn6Ni2O24
",184.330789526
"La4Sr4Mn6Ni2O24
",83.1507295945
"Pr4Sr4Mn6Ni2O24
",86.8301581013
"Y4Sr4Mn6Ni2O24
",184.907725394
"Ba4Sr4Mn4Ni4O24
",199.57809553
"Ca4Sr4Mn4Ni4O24
",238.535058169
"La4Sr4Mn4Ni4O24
",117.792276816
"Pr4Sr4Mn4Ni4O24
",125.571143607
"Y4Sr4Mn4Ni4O24
",233.383665668
"Ba4Sr4Ni7Co1O24
",272.871579878
"Ca4Sr4Ni7Co1O24
",324.945084288
"La4Sr4Ni7Co1O24
",193.51782743
"Pr4Sr4Ni7Co1O24
",202.52553418
"Y4Sr4Ni7Co1O24
",210.32978743
"Ba4Sr4Ni6Co2O24
",283.042429324
"Ca4Sr4Ni6Co2O24
",312.115625145
"La4Sr4Ni6Co2O24
",178.519868287
"Pr4Sr4Ni6Co2O24
",184.420825037
"Y4Sr4Ni6Co2O24
",299.112578287
"Ba4Sr4Ni4Co4O24
",227.717761037
"Ca4Sr4Ni4Co4O24
",247.909595074
"La4Sr4Ni4Co4O24
",132.211588216
"Pr4Sr4Ni4Co4O24
",144.135044966
"Y4Sr4Ni4Co4O24
",148.340548216
"Ba4Sr4Fe1Ni7O24
",242.96546494
"Ca4Sr4Fe1Ni7O24
",313.927543003
"La4Sr4Fe1Ni7O24
",191.404536145
"Pr4Sr4Fe1Ni7O24
",200.760492895
"Y4Sr4Fe1Ni7O24
",304.851246145
"Ba4Sr4Fe2Ni6O24
",228.169699449
"Ca4Sr4Fe2Ni6O24
",295.582042574
"La4Sr4Fe2Ni6O24
",173.746535716
"Pr4Sr4Fe2Ni6O24
",183.572992466
"Y4Sr4Fe2Ni6O24
",287.755495716
"Ba4Sr4Mn1Ni7O24
",251.703483068
"Ca4Sr4Mn1Ni7O24
",347.29590062
"La4Sr4Mn1Ni7O24
",204.554893762
"Pr4Sr4Mn1Ni7O24
",204.542100512
"Y4Sr4Mn1Ni7O24
",318.785353762
"Ba4Ba4Mn2Fe6O24
",271.906597528
"Ca4Ba4Mn2Fe6O24
",956.831955747
"La4Ba4Mn2Fe6O24
",845.337300308
"Pr4Ba4Mn2Fe6O24
",857.231665308
"Y4Ba4Mn2Fe6O24
",950.227905877
Co7Ba8O24Al1,151.155130357
Co6Ba8O24Al2,161.637649904
Co4Ba8O24Al4,209.325438998
O24Co7Ba8Ga1,142.416121086
O24Co6Ba8Ga2,128.639131361
O24Co4Ba8Ga4,181.019901912
Co7Ba8O24In1,110.4724554
Co6Ba8O24In2,120.15829999
Co4Ba8O24In4,135.42648917
Sc1Co7Ba8O24,105.932372244
Sc2Co6Ba8O24,84.2083836779
Sc4Co4Ba8O24,98.8049065454
Y1Co7Ba8O24,101.883875697
Y2Co6Ba8O24,95.7786405842
Y4Co4Ba8O24,107.655170358
Sr8Co7Al1O24,67.7164974253
Sr8Co6Al2O24,82.1190201348
Sr8Co4Al4O24,123.367069795
Sr8Co7O24Ga1,81.0050963674
Sr8Co6O24Ga2,92.706468019
Sr8Co4O24Ga4,138.844995876
Sr8Co7O24In1,78.215252519
Sr8Co6O24In2,96.9622803223
Sr8Co4O24In4,141.354043251
Sc1Sr8Co7O24,57.4165433628
Sc2Sr8Co6O24,51.9883620098
Sc4Sr8Co4O24,46.578206626
Y1Sr8Co7O24,77.0898973223
Y2Sr8Co6O24,84.6282081436
Y4Sr8Co4O24,104.682468001
Sr2Co7Ba6O24Al1,110.065846334
Sr2Co6Ba6O24Al2,143.722365881
Sr2Co4Ba6O24Al4,190.046404974
O24Sr2Co7Ba6Ga1,109.913096508
O24Sr2Co6Ba6Ga2,131.79861623
O24Sr2Co4Ba6Ga4,194.691059745
Sr2Co7Ba6O24In1,105.83615073
Sr2Co6Ba6O24In2,115.142224674
Sr2Co4Ba6O24In4,151.08912256
Sc1Sr2Co7Ba6O24,94.5208382205
Sc2Sr2Co6Ba6O24,82.8280996542
Sc4Sr2Co4Ba6O24,92.7983292286
Y1Sr2Co7Ba6O24,94.3913416736
Y2Sr2Co6Ba6O24,95.4271065605
Y4Sr2Co4Ba6O24,108.312182269
Sr4Co7Ba4O24Al1,126.95531231
Sr4Co6Ba4O24Al2,130.568581857
Sr4Co4Ba4O24Al4,178.159873417
O24Sr4Co7Ba4Ga1,125.309562485
O24Sr4Co6Ba4Ga2,122.028582207
O24Sr4Co4Ba4Ga4,189.42037165
Sr4Co7Ba4O24In1,106.913116707
Sr4Co6Ba4O24In2,122.18519065
Sr4Co4Ba4O24In4,156.518088537
Sc1Sr4Co7Ba4O24,90.4495541968
Sc2Sr4Co6Ba4O24,83.2175656305
Sc4Sr4Co4Ba4O24,83.5342519118
Y1Sr4Co7Ba4O24,102.21705765
Y2Sr4Co6Ba4O24,96.4735725368
Y4Sr4Co4Ba4O24,110.480194179
Fe7Ba8O24Al1,39.0465522292
Fe6Ba8O24Al2,68.9800767672
Fe4Ba8O24Al4,125.312625843
O24Ba8Ga1Fe7,36.006686282
O24Ba8Ga2Fe6,62.8478448729
O24Ba8Ga4Fe4,117.389412055
Fe7Ba8O24In1,18.9038755068
Fe6Ba8O24In2,26.6189733223
Fe4Ba8O24In4,46.8826689535
Sc1Ba8O24Fe7,9.9473356615
Sc2Ba8O24Fe6,12.2338936318
Sc4Ba8O24Fe4,27.2145095723
Y1Ba8O24Fe7,17.4303139057
Y2Ba8O24Fe6,29.1372971348
Y4Ba8O24Fe4,35.1009606079
Sr8Al1O24Fe7,33.1481760595
Sr8Al2O24Fe6,51.8182329032
Sr8Al4O24Fe4,93.1208465907
O24Sr8Fe7Ga1,37.0668895282
O24Sr8Fe6Ga2,60.7829098407
O24Sr8Fe4Ga4,113.321950466
Sr8Fe7O24In1,44.3281811532
Sr8Fe6O24In2,70.9524930907
Sr8Fe4O24In4,124.273116966
Sc1Sr8Fe7O24,24.231721997
Sc2Sr8Fe6O24,32.6473247782
Sc4Sr8Fe4O24,62.0242803407
Y1Sr8Fe7O24,49.6708469032
Y2Sr8Fe6O24,73.4595745907
Y4Sr8Fe4O24,112.909302858
Fe7Sr2Ba6O24Al1,43.4380611004
Fe6Sr2Ba6O24Al2,71.9683459539
Fe4Sr2Ba6O24Al4,127.66464503
O24Sr2Ba6Ga1Fe7,41.8854296801
O24Sr2Ba6Ga2Fe6,68.8773537441
O24Sr2Ba6Ga4Fe4,125.171931241
Fe7Sr2Ba6O24In1,30.5328625098
Fe6Sr2Ba6O24In2,43.0159281418
Fe4Sr2Ba6O24In4,72.1745594057
Sc1Sr2Ba6O24Fe7,18.2785945327
Sc2Sr2Ba6O24Fe6,22.0249128184
Sc4Sr2Ba6O24Fe4,42.889278759
Y1Sr2Ba6O24Fe7,29.5478330923
Y2Sr2Ba6O24Fe6,33.183890824
Y4Sr2Ba6O24Fe4,56.6837961704
Fe7Sr4Ba4O24Al1,48.5930390252
Fe6Sr4Ba4O24Al2,75.8528445096
Fe4Sr4Ba4O24Al4,131.671414217
O24Sr4Ba4Ga1Fe7,48.8429076049
O24Sr4Ba4Ga2Fe6,75.9835816689
O24Sr4Ba4Ga4Fe4,133.635429797
Fe7Sr4Ba4O24In1,41.5835904347
Fe6Sr4Ba4O24In2,58.5446973285
Fe4Sr4Ba4O24In4,94.2635785923
Sc1Sr4Ba4O24Fe7,27.2175724575
Sc2Sr4Ba4O24Fe6,32.7734113742
Sc4Sr4Ba4O24Fe4,58.3780479457
Y1Sr4Ba4O24Fe7,42.904352279
Y2Sr4Ba4O24Fe6,51.2762345131
Y4Sr4Ba4O24Fe4,77.5933817329
Ni7Ba8O24Al1,161.563183779
Ni6Ba8O24Al2,173.730028128
Ni4Ba8O24Al4,205.075216824
O24Ni7Ba8Ga1,162.590223425
O24Ni6Ba8Ga2,176.433607419
O24Ni4Ba8Ga4,234.937875407
Ni7Ba8O24In1,149.540965092
Ni6Ba8O24In2,187.848590753
Ni4Ba8O24In4,147.336842074
Sc1Ni7Ba8O24,135.840083404
Sc2Ni6Ba8O24,121.553577378
Sc4Ni4Ba8O24,102.112315324
Y1Ni7Ba8O24,140.218828436
Y2Ni6Ba8O24,124.01781744
Y4Ni4Ba8O24,95.2060454486
Sr8Al1O24Ni7,173.385595035
Sr8Al2O24Ni6,174.909068638
Sr8Al4O24Ni4,211.335265844
Sr8O24Ga1Ni7,178.369049186
Sr8O24Ga2Ni6,184.21597694
Sr8O24Ga4Ni4,197.176332449
Sr8Ni7O24In1,188.271436029
Sr8Ni6O24In2,198.013500628
Sr8Ni4O24In4,210.616629824
Sc1Sr8O24Ni7,160.456726873
Sc2Sr8O24Ni6,146.552082315
Sc4Sr8O24Ni4,113.527293199
Y1Sr8O24Ni7,184.779292217
Y2Sr8O24Ni6,185.414463003
Y4Sr8O24Ni4,167.324804574
Sr2Ni7Ba6O24Al1,170.292754279
Sr2Ni6Ba6O24Al2,182.101848628
Sr2Ni4Ba6O24Al4,211.267959969
O24Sr2Ba6Ga1Ni7,172.754543925
O24Sr2Ba6Ga2Ni6,187.207177919
O24Sr2Ba6Ga4Ni4,236.861913524
Sr2Ni7Ba6O24In1,163.409285592
Sr2Ni6Ba6O24In2,163.793911253
Sr2Ni4Ba6O24In4,165.127412574
Sc1Sr2Ba6O24Ni7,146.552153904
Sc2Sr2Ba6O24Ni6,133.312147878
Sc4Sr2Ba6O24Ni4,111.384135824
Y1Sr2Ba6O24Ni7,154.672898936
Y2Sr2Ba6O24Ni6,142.93338794
Y4Sr2Ba6O24Ni4,115.407865949
Sr4Ni7Ba4O24Al1,181.387574779
Sr4Ni6Ba4O24Al2,192.128669128
Sr4Ni4Ba4O24Al4,218.074203115
O24Sr4Ba4Ga1Ni7,185.543114425
O24Sr4Ba4Ga2Ni6,200.391998419
O24Sr4Ba4Ga4Ni4,220.40870164
Sr4Ni7Ba4O24In1,179.710356092
Sr4Ni6Ba4O24In2,184.787731753
Sr4Ni4Ba4O24In4,189.998651657
Sc1Sr4Ba4O24Ni7,159.787224404
Sc2Sr4Ba4O24Ni6,147.483468378
Sc4Sr4Ba4O24Ni4,122.370956324
Y1Sr4Ba4O24Ni7,171.603969436
Y2Sr4Ba4O24Ni6,163.98220844
Y4Sr4Ba4O24Ni4,137.406686449
Sr8Nb1Co7O24,54.9152362749
Sr8Nb2Co6O24,33.2804978342
Sr8Nb4Co4O24,0.0
Sr8Nb6Co2O24,30.7711248333
Sr8Nb7Co1O24,29.8870605278
"Ba8Fe8O24
",77.3860276912
"Ba8Co8O24
",124.54211081
"Ba8Fe7Co1O24
",91.4620807359
"Ba8Fe6Co2O24
",108.537383781
"Ba8Fe4Co4O24
",123.93596706
"Ba8Mn8O24
",159.403545859
"Ba8Mn1Fe7O24
",83.5686241725
"Ba8Mn2Fe6O24
",90.6089706538
"Ba8Mn4Fe4O24
",100.815663616
"Ba8Ni8O24
",271.319339431
"Ba8Fe7Ni1O24
",114.754340135
"Ba8Fe6Ni2O24
",137.479652578
"Ba8Fe4Ni4O24
",174.060277466
"Ba2Sr6Co8O24
",106.745758739
"Ba2Sr6Fe7Co1O24
",113.060643677
"Ba2Sr6Fe6Co2O24
",105.722179614
"Ba2Sr6Fe4Co4O24
",109.488955989
"Ba2Sr6Mn8O24
",113.886203609
"Ba2Sr6Mn1Fe7O24
",102.775420338
"Ba2Sr6Mn2Fe6O24
",96.0360383765
"Ba2Sr6Mn4Fe4O24
",86.699751058
"Ba2Sr6Ni8O24
",258.828050931
"Ba2Sr6Fe7Ni1O24
",110.285835802
"Ba2Sr6Fe6Ni2O24
",135.954460139
"Ba2Sr6Fe4Ni4O24
",183.271284153
"Ba4Sr4Co8O24
",122.316042763
"Ba4Sr4Fe7Co1O24
",117.247059064
"Ba4Sr4Fe6Co2O24
",117.249168138
"Ba4Sr4Fe4Co4O24
",126.798490013
"Ba4Sr4Mn8O24
",137.791901025
"Ba4Sr4Mn1Fe7O24
",97.9185800222
"Ba4Sr4Mn2Fe6O24
",104.37297146
"Ba4Sr4Mn4Fe4O24
",104.244207537
"Ba4Sr4Ni8O24
",296.630230431
"Ba4Sr4Fe7Ni1O24
",113.092107877
"Ba4Sr4Fe6Ni2O24
",137.583440952
"Ba4Sr4Fe4Ni4O24
",184.901448591
"Ca8Co8O24
",188.514712621
"Ca8Fe7Co1O24
",184.59131561
"Ca8Fe6Co2O24
",185.661693755
"Ca8Fe4Co4O24
",183.151200043
"Ca8Mn8O24
",164.660390859
"Ca8Mn1Fe7O24
",185.05127539
"Ca8Mn2Fe6O24
",171.490363314
"Ca8Mn4Fe4O24
",156.027039162
"Ca8Ni8O24
",397.239965431
"Ca8Fe7Ni1O24
",208.035658149
"Ca8Fe6Ni2O24
",237.583378832
"Ca8Fe4Ni4O24
",291.099073324
"Sr6Ca2Fe8O24
",112.287386278
"Sr6Ca2Co8O24
",111.066721692
"Sr6Ca2Fe7Co1O24
",117.140514423
"Sr6Ca2Fe6Co2O24
",115.594392567
"Sr6Ca2Fe4Co4O24
",117.143168942
"Sr6Ca2Mn8O24
",113.501498734
"Sr6Ca2Mn1Fe7O24
",110.864717892
"Sr6Ca2Mn2Fe6O24
",109.297299507
"Sr6Ca2Mn4Fe4O24
",98.7844184122
"Sr6Ca2Ni8O24
",298.245707431
"Sr6Ca2Fe7Ni1O24
",135.955482743
"Sr6Ca2Fe6Ni2O24
",162.41908077
"Sr6Ca2Fe4Ni4O24
",216.122194574
"Sr4Ca4Fe8O24
",138.582903341
"Sr4Ca4Co8O24
",145.310468668
"Sr4Ca4Fe7Co1O24
",140.364781485
"Sr4Ca4Fe6Co2O24
",141.96565963
"Sr4Ca4Fe4Co4O24
",144.111165918
"Sr4Ca4Mn8O24
",136.808520882
"Sr4Ca4Mn1Fe7O24
",137.369484955
"Sr4Ca4Mn2Fe6O24
",135.369316569
"Sr4Ca4Mn4Fe4O24
",121.692419186
"Sr4Ca4Ni8O24
",335.321293431
"Sr4Ca4Fe7Ni1O24
",163.497124024
"Sr4Ca4Fe6Ni2O24
",191.31459627
"Sr4Ca4Fe4Ni4O24
",244.717542324
"La2Sr6Cr2Fe6O24
",89.81673775
"Sr8Co8O24
",91.2669747157
"Sr8Fe7Co1O24
",87.6081324032
"Sr8Fe6Co2O24
",88.6858955907
"Sr8Fe4Co4O24
",93.7481719657
"Sr8Mn8O24
",90.748756192
"Sr8Mn1Fe7O24
",82.8791005565
"Sr8Mn2Fe6O24
",79.8648318973
"Sr8Mn4Fe4O24
",69.7752945789
"Sr8Ni8O24
",263.543371431
"Sr8Fe7Ni1O24
",107.783426118
"Sr8Fe6Ni2O24
",134.35498302
"Sr8Fe4Ni4O24
",182.613119716
"Ba1Sr7V8O24
",29.7477073211
"Ba2Sr6V8O24
",42.1335069877
"Ba4Sr4V8O24
",66.9631063211
"Sr7Ca1V8O24
",37.1426186397
"Sr6Ca2V8O24
",56.511329625
"Sr4Ca4V8O24
",66.9909409167
"Sr7Dy1V8O24
",33.3198729476
"Sr6Dy2V8O24
",44.1815882408
"Sr4Dy4V8O24
",183.475518827
"Sr7Gd1V8O24
",28.6171985101
"Sr6Gd2V8O24
",36.3667393658
"Sr4Gd4V8O24
",290.221571077
"Sr7Ho1V8O24
",34.8221973851
"Sr6Ho2V8O24
",46.9172371158
"Sr4Ho4V8O24
",197.610066577
"Sr7La1V8O24
",21.5562064476
"Sr6La2V8O24
",27.1330052408
"Sr7Mg1V8O24
",71.0907635772
"Sr6Mg2V8O24
",118.9471195
"Sr4Mg4V8O24
",283.093127667
"Sr7Nd1V8O24
",22.3792303226
"Sr6Nd2V8O24
",25.2930529908
"Sr4Nd4V8O24
",87.1299483272
"Sr7Pr1V8O24
",15.1299348382
"Sr6Pr2V8O24
",4.4579620221
"Sr7Sm1V8O24
",20.0619416351
"Sr6Sm2V8O24
",19.1667256158
"Sr4Sm4V8O24
",95.3050435772
"Sr7Y1V8O24
",31.3127508851
"Sr6Y2V8O24
",37.3225941158
"Sr8Al1V7O24
",38.6328698346
"Sr8Al2V6O24
",59.7413320147
"Sr8Al4V4O24
",95.049006375
"Sr8V7Co1O24
",72.9422615625
"Sr8V6Co2O24
",109.582963917
"Sr8V4Co4O24
",113.170480976
"Sr8V7Cr1O24
",39.7988018658
"Sr8V6Cr2O24
",59.1429460772
"Sr8V4Cr4O24
",95.6649845
"Sr8V7Cu1O24
",112.949106484
"Sr8V6Cu2O24
",165.733078594
"Sr8V4Cu4O24
",198.665046858
"Sr8V7Fe1O24
",50.4471564427
"Sr8V6Fe2O24
",71.4796191771
"Sr8V4Fe4O24
",72.67526425
"Sr8V7Ga1O24
",49.7936119168
"Sr8V6Ga2O24
",78.4670661792
"Sr8V4Ga4O24
",134.244898562
"Sr8V7Ge1O24
",40.6890700892
"Sr8V6Ge2O24
",61.6998797448
"Sr8V4Ge4O24
",98.8464407187
"Sr8Hf1V7O24
",28.4417281351
"Sr8Hf2V6O24
",35.2832986158
"Sr8Hf4V4O24
",35.0459395772
"Sr8V7Ir1O24
",105.859697484
"Sr8V6Ir2O24
",143.075474781
"Sr8V4Ir4O24
",140.737464875
"Sr8Mg1V7O24
",52.8734187279
"Sr8Mg2V6O24
",93.8114346912
"Sr8Mg4V4O24
",140.488835358
"Sr8Mn1V7O24
",63.5864629799
