composition,energy,atoms,e_per_atom,oxides,oxide_e_per_atom,e_per_atom-sum(oxide_e_per_atom)
Pr1Sr7O24V8,-295.0026,40.0,-7.375064999999999,"['Pr-O', 'Sr-O', 'V-O']",-22.288603970249998,14.913538970249999
Pr2Sr6O24V8,-299.58919,40.0,-7.4897297499999995,"['Pr-O', 'Sr-O', 'V-O']",-22.288603970249998,14.79887422025
Pr4Sr4O24V8,-306.60159,40.0,-7.66503975,"['Pr-O', 'Sr-O', 'V-O']",-22.288603970249998,14.623564220249998
Sr7O24Sm1V8,-295.06027,40.0,-7.37650675,"['Sr-O', 'Sm-O', 'V-O']",-22.390584079,15.014077329
Sr6O24Sm2V8,-299.51074,40.0,-7.4877685,"['Sr-O', 'Sm-O', 'V-O']",-22.390584079,14.902815579
Sr4O24Sm4V8,-305.29453,40.0,-7.63236325,"['Sr-O', 'Sm-O', 'V-O']",-22.390584079,14.758220828999999
Y1Sr7O24V8,-296.7373,40.0,-7.4184325,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,15.779513483249998
Y2Sr6O24V8,-303.03863,40.0,-7.57596575,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,15.621980233249998
Y4Sr4O24V8,-310.89634,40.0,-7.7724085,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,15.425537483249997
Sr8Al1O24V7,-288.83509,40.0,-7.220877249999999,"['Sr-O', 'Al-O', 'V-O']",-21.56599751925,14.345120269250001
Sr8Al2O24V6,-286.92307,40.0,-7.17307675,"['Sr-O', 'Al-O', 'V-O']",-21.56599751925,14.39292076925
Sr8Al4O24V4,-283.3754,40.0,-7.084385,"['Sr-O', 'Al-O', 'V-O']",-21.56599751925,14.48161251925
Sr8Co1O24V7,-285.38499,40.0,-7.13462475,"['Sr-O', 'Co-O', 'V-O']",-20.164913330250002,13.030288580250001
Sr8Co2O24V6,-279.46236,40.0,-6.986559,"['Sr-O', 'Co-O', 'V-O']",-20.164913330250002,13.178354330250002
Sr8Co4O24V4,-266.80573,40.0,-6.67014325,"['Sr-O', 'Co-O', 'V-O']",-20.164913330250002,13.494770080250003
Sr8Cr1O24V7,-289.82266,40.0,-7.2455665,"['Sr-O', 'Cr-O', 'V-O']",-22.02369936425,14.77813286425
Sr8Cr2O24V6,-289.01542,40.0,-7.2253855,"['Sr-O', 'Cr-O', 'V-O']",-22.02369936425,14.79831386425
Sr8Cr4O24V4,-287.48759,40.0,-7.18718975,"['Sr-O', 'Cr-O', 'V-O']",-22.02369936425,14.83650961425
Sr8O24Cu1V7,-282.59122,40.0,-7.0647805,"['Sr-O', 'Cu-O', 'V-O']",-19.20435568525,12.13957518525
Sr8O24Cu2V6,-274.10144,40.0,-6.852536000000001,"['Sr-O', 'Cu-O', 'V-O']",-19.20435568525,12.35181968525
Sr8O24Cu4V4,-255.14051,40.0,-6.3785127500000005,"['Sr-O', 'Cu-O', 'V-O']",-19.20435568525,12.82584293525
Sr8Fe1O24V7,-286.84171,40.0,-7.17104275,"['Sr-O', 'Fe-O', 'V-O']",-20.80154022225,13.630497472250001
Sr8Fe2O24V6,-283.00365,40.0,-7.07509125,"['Sr-O', 'Fe-O', 'V-O']",-20.80154022225,13.726448972250001
Sr8Fe4O24V4,-275.42361,40.0,-6.88559025,"['Sr-O', 'Fe-O', 'V-O']",-20.80154022225,13.91594997225
Sr8O24Ga1V7,-284.83524,40.0,-7.120881,"['Sr-O', 'Ga-O', 'V-O']",-20.120398977249998,12.999517977249997
Sr8O24Ga2V6,-279.0672,40.0,-6.97668,"['Sr-O', 'Ga-O', 'V-O']",-20.120398977249998,13.143718977249998
Sr8O24Ga4V4,-267.44313,40.0,-6.68607825,"['Sr-O', 'Ga-O', 'V-O']",-20.120398977249998,13.434320727249998
Sr8Ge1O24V7,-286.41053,40.0,-7.16026325,"['Sr-O', 'Ge-O', 'V-O']",-20.54173913858333,13.381475888583331
Sr8Ge2O24V6,-282.05452,40.0,-7.051363,"['Sr-O', 'Ge-O', 'V-O']",-20.54173913858333,13.490376138583331
Sr8Ge4O24V4,-273.22075,40.0,-6.83051875,"['Sr-O', 'Ge-O', 'V-O']",-20.54173913858333,13.711220388583332
Sr8Hf1O24V7,-297.37332,40.0,-7.434333,"['Sr-O', 'Hf-O', 'V-O']",-24.264141939416668,16.82980893941667
Sr8Hf2O24V6,-304.16256,40.0,-7.604063999999999,"['Sr-O', 'Hf-O', 'V-O']",-24.264141939416668,16.660077939416666
Sr8Hf4O24V4,-318.29786,40.0,-7.9574465000000005,"['Sr-O', 'Hf-O', 'V-O']",-24.264141939416668,16.306695439416668
Sr8Ir1O24V7,-287.64254,40.0,-7.1910635,"['Sr-O', 'Ir-O', 'V-O']",-21.12145346025,13.930389960249999
Sr8Ir2O24V6,-284.48314,40.0,-7.1120785,"['Sr-O', 'Ir-O', 'V-O']",-21.12145346025,14.00937496025
Sr8Ir4O24V4,-277.5466,40.0,-6.938665,"['Sr-O', 'Ir-O', 'V-O']",-21.12145346025,14.182788460249999
Sr8Mg1O24V7,-285.33387,40.0,-7.133346749999999,"['Sr-O', 'Mg-O', 'V-O']",-20.06872076025,12.93537401025
Sr8Mg2O24V6,-279.4168,40.0,-6.98542,"['Sr-O', 'Mg-O', 'V-O']",-20.06872076025,13.083300760249998
Sr8Mg4O24V4,-263.85253,40.0,-6.59631325,"['Sr-O', 'Mg-O', 'V-O']",-20.06872076025,13.47240751025
Sr8Mn1O24V7,-288.70012,40.0,-7.217503000000001,"['Sr-O', 'Mn-O', 'V-O']",-21.94096848525,14.72346548525
Sr8Mn2O24V6,-286.68344,40.0,-7.167086,"['Sr-O', 'Mn-O', 'V-O']",-21.94096848525,14.773882485249999
Sr8Mn4O24V4,-282.65541,40.0,-7.066385250000001,"['Sr-O', 'Mn-O', 'V-O']",-21.94096848525,14.87458323525
Sr8Mo1O24V7,-289.52041,40.0,-7.23801025,"['Sr-O', 'Mo-O', 'V-O']",-21.500937420249997,14.262927170249997
Sr8Mo2O24V6,-288.26419,40.0,-7.2066047499999994,"['Sr-O', 'Mo-O', 'V-O']",-21.500937420249997,14.294332670249997
Sr8Mo4O24V4,-286.16114,40.0,-7.1540285,"['Sr-O', 'Mo-O', 'V-O']",-21.500937420249997,14.346908920249998
Sr8Nb1O24V7,-295.57716,40.0,-7.389429,"['Sr-O', 'Nb-O', 'V-O']",-23.552392323583334,16.162963323583334
Sr8Nb2O24V6,-300.57623,40.0,-7.51440575,"['Sr-O', 'Nb-O', 'V-O']",-23.552392323583334,16.037986573583332
Sr8Nb4O24V4,-310.51649,40.0,-7.762912249999999,"['Sr-O', 'Nb-O', 'V-O']",-23.552392323583334,15.789480073583334
Sr8Ni1O24V7,-282.22459,40.0,-7.055614749999999,"['Sr-O', 'Ni-O', 'V-O']",-18.94212417525,11.88650942525
Sr8Ni2O24V6,-273.92958,40.0,-6.8482395,"['Sr-O', 'Ni-O', 'V-O']",-18.94212417525,12.09388467525
Sr8Ni4O24V4,-253.98066,40.0,-6.3495165,"['Sr-O', 'Ni-O', 'V-O']",-18.94212417525,12.592607675250001
Sr8Os1O24V7,-290.74426,40.0,-7.2686065,"['Sr-O', 'Os-O', 'V-O']",-22.008208883583332,14.739602383583332
Sr8Os2O24V6,-291.02171,40.0,-7.27554275,"['Sr-O', 'Os-O', 'V-O']",-22.008208883583332,14.732666133583333
Sr8Os4O24V4,-290.6189,40.0,-7.2654725,"['Sr-O', 'Os-O', 'V-O']",-22.008208883583332,14.742736383583333
Sr8O24Pd1V7,-282.90231,40.0,-7.07255775,"['Sr-O', 'Pd-O', 'V-O']",-19.59125857775,12.518700827750001
Sr8O24Pd2V6,-275.23722,40.0,-6.8809305,"['Sr-O', 'Pd-O', 'V-O']",-19.59125857775,12.71032807775
Sr8O24Pd4V4,-259.81074,40.0,-6.4952685,"['Sr-O', 'Pd-O', 'V-O']",-19.59125857775,13.09599007775
Sr8O24Pt1V7,-283.89851,40.0,-7.09746275,"['Sr-O', 'Pt-O', 'V-O']",-19.94489057667857,12.84742782667857
Sr8O24Pt2V6,-277.0173,40.0,-6.925432499999999,"['Sr-O', 'Pt-O', 'V-O']",-19.94489057667857,13.019458076678571
Sr8O24Pt4V4,-262.32504,40.0,-6.558126,"['Sr-O', 'Pt-O', 'V-O']",-19.94489057667857,13.386764576678571
Sr8Re1O24V7,-293.94762,40.0,-7.348690499999999,"['Sr-O', 'Re-O', 'V-O']",-22.525278963999998,15.176588463999998
Sr8Re2O24V6,-296.99406,40.0,-7.4248515,"['Sr-O', 'Re-O', 'V-O']",-22.525278963999998,15.100427464
Sr8Re4O24V4,-303.09727,40.0,-7.57743175,"['Sr-O', 'Re-O', 'V-O']",-22.525278963999998,14.947847214
Sr8Rh1O24V7,-286.53839,40.0,-7.1634597499999995,"['Sr-O', 'Rh-O', 'V-O']",-20.594725090249998,13.431265340249999
Sr8Rh2O24V6,-282.21713,40.0,-7.05542825,"['Sr-O', 'Rh-O', 'V-O']",-20.594725090249998,13.539296840249998
Sr8Rh4O24V4,-273.29352,40.0,-6.832338,"['Sr-O', 'Rh-O', 'V-O']",-20.594725090249998,13.762387090249998
Sr8Ru1O24V7,-288.89398,40.0,-7.2223495,"['Sr-O', 'Ru-O', 'V-O']",-21.468511278583332,14.246161778583332
Sr8Ru2O24V6,-287.43697,40.0,-7.185924249999999,"['Sr-O', 'Ru-O', 'V-O']",-21.468511278583332,14.282587028583333
Sr8Ru4O24V4,-283.46594,40.0,-7.0866485,"['Sr-O', 'Ru-O', 'V-O']",-21.468511278583332,14.381862778583333
Sc1Sr8O24V7,-313.10748,40.0,-7.827687,"['Sc-O', 'Sr-O', 'V-O']",-23.14279325575,15.315106255749999
Sc2Sr8O24V6,-312.27468,40.0,-7.806867,"['Sc-O', 'Sr-O', 'V-O']",-23.14279325575,15.33592625575
Sc4Sr8O24V4,-311.20789,40.0,-7.7801972500000005,"['Sc-O', 'Sr-O', 'V-O']",-23.14279325575,15.36259600575
Sr8Si1O24V7,-289.92657,40.0,-7.24816425,"['Sr-O', 'Si-O', 'V-O']",-22.000027011916664,14.751862761916664
Sr8Si2O24V6,-289.29775,40.0,-7.23244375,"['Sr-O', 'Si-O', 'V-O']",-22.000027011916664,14.767583261916664
Sr8Si4O24V4,-288.19303,40.0,-7.20482575,"['Sr-O', 'Si-O', 'V-O']",-22.000027011916664,14.795201261916663
Sr8Sn1O24V7,-285.15161,40.0,-7.12879025,"['Sr-O', 'Sn-O', 'V-O']",-20.368179231916667,13.239388981916667
Sr8Sn2O24V6,-279.69314,40.0,-6.992328500000001,"['Sr-O', 'Sn-O', 'V-O']",-20.368179231916667,13.375850731916666
Sr8Sn4O24V4,-269.38116,40.0,-6.734529,"['Sr-O', 'Sn-O', 'V-O']",-20.368179231916667,13.633650231916667
Sr8V7O24Ta1,-298.52474,40.0,-7.4631185,"['Sr-O', 'V-O', 'Ta-O']",-23.85068561239286,16.38756711239286
Sr8V6O24Ta2,-306.17089,40.0,-7.65427225,"['Sr-O', 'V-O', 'Ta-O']",-23.85068561239286,16.19641336239286
Sr8V4O24Ta4,-322.10723,40.0,-8.05268075,"['Sr-O', 'V-O', 'Ta-O']",-23.85068561239286,15.798004862392858
Sr8V7O24Ti1,-314.76913,40.0,-7.869228250000001,"['Sr-O', 'V-O', 'Ti-O']",-23.10234134125,15.233113091249999
Sr8V6O24Ti2,-315.49454,40.0,-7.887363499999999,"['Sr-O', 'V-O', 'Ti-O']",-23.10234134125,15.21497784125
Sr8V4O24Ti4,-316.9037,40.0,-7.9225925,"['Sr-O', 'V-O', 'Ti-O']",-23.10234134125,15.17974884125
Y1Sr8O24V7,-291.69323,40.0,-7.2923307500000005,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,15.905615233249996
Y2Sr8O24V6,-293.13699,40.0,-7.328424750000001,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,15.869521233249998
Y4Sr8O24V4,-297.1557,40.0,-7.428892500000001,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,15.769053483249998
Sr8Zn1O24V7,-281.76422,40.0,-7.044105500000001,"['Sr-O', 'Zn-O', 'V-O']",-18.63500168275,11.59089618275
Sr8Zn2O24V6,-272.48712,40.0,-6.812178,"['Sr-O', 'Zn-O', 'V-O']",-18.63500168275,11.822823682750002
Sr8Zn4O24V4,-250.08665,40.0,-6.25216625,"['Sr-O', 'Zn-O', 'V-O']",-18.63500168275,12.382835432750001
Sr8O24Zr1V7,-295.38195,40.0,-7.38454875,"['Sr-O', 'Zr-O', 'V-O']",-23.589252406916668,16.204703656916667
Sr8O24Zr2V6,-300.3878,40.0,-7.509695000000001,"['Sr-O', 'Zr-O', 'V-O']",-23.589252406916668,16.079557406916667
Sr8O24Zr4V4,-310.85776,40.0,-7.771444,"['Sr-O', 'Zr-O', 'V-O']",-23.589252406916668,15.817808406916669
Sr8O24V8,-290.73423,40.0,-7.2683557500000004,"['Sr-O', 'V-O']",-14.084699995249998,6.816344245249998
Y6Co8Ba2O24,-283.38609,40.0,-7.08465225,"['Y-O', 'Co-O', 'Ba-O']",-21.107031837999997,14.022379587999996
Y4Co8Ba4O24,-267.24559,40.0,-6.68113975,"['Y-O', 'Co-O', 'Ba-O']",-21.107031837999997,14.425892087999998
Y6Ca2Co8O24,-286.3977,40.0,-7.1599425,"['Y-O', 'Ca-O', 'Co-O']",-21.632700903,14.472758403
Y4Ca4Co8O24,-270.87464,40.0,-6.771866,"['Y-O', 'Ca-O', 'Co-O']",-21.632700903,14.860834903
Y6Co8O24Dy2,-297.67103,40.0,-7.44177575,"['Y-O', 'Co-O', 'Dy-O']",-23.602343763,16.160568013000002
Y4Co8O24Dy4,-293.86574,40.0,-7.346643500000001,"['Y-O', 'Co-O', 'Dy-O']",-23.602343763,16.255700263
Y6Gd2Co8O24,-332.62061,40.0,-8.31551525,"['Y-O', 'Gd-O', 'Co-O']",-27.277980546,18.962465295999998
Y4Gd4Co8O24,-347.32104,40.0,-8.683026,"['Y-O', 'Gd-O', 'Co-O']",-27.277980546,18.594954545999997
Y6Co8Ho2O24,-297.45288,40.0,-7.436322,"['Y-O', 'Co-O', 'Ho-O']",-23.6166477035,16.1803257035
Y4Co8Ho4O24,-293.88742,40.0,-7.3471855,"['Y-O', 'Co-O', 'Ho-O']",-23.6166477035,16.269462203499998
Y6Co8Nd2O24,-296.64931,40.0,-7.416232750000001,"['Y-O', 'Co-O', 'Nd-O']",-23.4387562975,16.0225235475
Y4Co8Nd4O24,-292.65945,40.0,-7.31648625,"['Y-O', 'Co-O', 'Nd-O']",-23.4387562975,16.1222700475
Y6Co8O24Sm2,-296.98688,40.0,-7.424671999999999,"['Y-O', 'Co-O', 'Sm-O']",-23.49934340675,16.07467140675
Y4Co8O24Sm4,-293.10232,40.0,-7.327558000000001,"['Y-O', 'Co-O', 'Sm-O']",-23.49934340675,16.17178540675
Y6Sr2Co8O24,-284.81313,40.0,-7.12032825,"['Y-O', 'Sr-O', 'Co-O']",-21.245762542999998,14.125434292999998
Y4Sr4Co8O24,-268.26603,40.0,-6.70665075,"['Y-O', 'Sr-O', 'Co-O']",-21.245762542999998,14.539111792999998
Y8Cr1Co7O24,-305.12098,40.0,-7.6280244999999995,"['Y-O', 'Cr-O', 'Co-O']",-23.132458691999997,15.504434191999998
Y8Cr2Co6O24,-310.4477,40.0,-7.7611925,"['Y-O', 'Cr-O', 'Co-O']",-23.132458691999997,15.371266191999997
Y8Cr4Co4O24,-321.36728,40.0,-8.034182,"['Y-O', 'Cr-O', 'Co-O']",-23.132458691999997,15.098276691999997
Y8Co7Fe1O24,-298.44351,40.0,-7.46108775,"['Y-O', 'Co-O', 'Fe-O']",-21.910299549999998,14.449211799999997
Y8Co6Fe2O24,-301.67968,40.0,-7.5419920000000005,"['Y-O', 'Co-O', 'Fe-O']",-21.910299549999998,14.368307549999997
Y8Co4Fe4O24,-308.82745,40.0,-7.72068625,"['Y-O', 'Co-O', 'Fe-O']",-21.910299549999998,14.189613299999998
Y8Mg1Co7O24,-315.6626,40.0,-7.891565,"['Y-O', 'Mg-O', 'Co-O']",-21.177480088,13.285915088
Y8Mg2Co6O24,-313.31542,40.0,-7.832885500000001,"['Y-O', 'Mg-O', 'Co-O']",-21.177480088,13.344594588
Y8Mg4Co4O24,-308.55748,40.0,-7.713937,"['Y-O', 'Mg-O', 'Co-O']",-21.177480088,13.463543088
Y8Mn1Co7O24,-304.18406,40.0,-7.604601499999999,"['Y-O', 'Mn-O', 'Co-O']",-23.049727813,15.445126313000001
Y8Mn2Co6O24,-309.56991,40.0,-7.73924775,"['Y-O', 'Mn-O', 'Co-O']",-23.049727813,15.310480063
Y8Mn4Co4O24,-319.61737,40.0,-7.99043425,"['Y-O', 'Mn-O', 'Co-O']",-23.049727813,15.059293563
Y8Ni1Co7O24,-298.45445,40.0,-7.46136125,"['Y-O', 'Ni-O', 'Co-O']",-20.050883502999998,12.589522252999998
Y8Ni2Co6O24,-295.44473,40.0,-7.38611825,"['Y-O', 'Ni-O', 'Co-O']",-20.050883502999998,12.664765252999999
Y8Ni4Co4O24,-290.3205,40.0,-7.2580124999999995,"['Y-O', 'Ni-O', 'Co-O']",-20.050883502999998,12.792871002999998
Y8Co8O24,-301.20408,40.0,-7.530101999999999,"['Y-O', 'Co-O']",-15.193459322999999,7.663357323
Y6Cr8Ba2O24,-323.3019,40.0,-8.0825475,"['Y-O', 'Cr-O', 'Ba-O']",-22.965817871999995,14.883270371999995
Y4Cr8Ba4O24,-305.99313,40.0,-7.6498282500000006,"['Y-O', 'Cr-O', 'Ba-O']",-22.965817871999995,15.315989621999995
Y6Cr8Ca2O24,-326.60061,40.0,-8.16501525,"['Y-O', 'Cr-O', 'Ca-O']",-23.491486936999998,15.326471686999998
Y4Cr8Ca4O24,-311.80261,40.0,-7.79506525,"['Y-O', 'Cr-O', 'Ca-O']",-23.491486936999998,15.696421686999997
Y6Cr8O24Dy2,-338.00184,40.0,-8.450046,"['Y-O', 'Cr-O', 'Dy-O']",-25.461129796999998,17.011083796999998
Y4Cr8O24Dy4,-334.25558,40.0,-8.3563895,"['Y-O', 'Cr-O', 'Dy-O']",-25.461129796999998,17.104740297
Y6Cr8Gd2O24,-373.44914,40.0,-9.3362285,"['Y-O', 'Cr-O', 'Gd-O']",-29.136766579999996,19.800538079999995
Y4Cr8Gd4O24,-388.29574,40.0,-9.7073935,"['Y-O', 'Cr-O', 'Gd-O']",-29.136766579999996,19.429373079999998
Y6Cr8Ho2O24,-338.02267,40.0,-8.45056675,"['Y-O', 'Cr-O', 'Ho-O']",-25.475433737499998,17.024866987499998
Y4Cr8Ho4O24,-334.2981,40.0,-8.357452499999999,"['Y-O', 'Cr-O', 'Ho-O']",-25.475433737499998,17.117981237499997
Y6Cr8Nd2O24,-337.31095,40.0,-8.432773749999999,"['Y-O', 'Cr-O', 'Nd-O']",-25.297542331499997,16.864768581499998
Y4Cr8Nd4O24,-333.05764,40.0,-8.326440999999999,"['Y-O', 'Cr-O', 'Nd-O']",-25.297542331499997,16.971101331499998
Y6Cr8O24Sm2,-337.5893,40.0,-8.4397325,"['Y-O', 'Cr-O', 'Sm-O']",-25.358129440749998,16.91839694075
Y4Cr8O24Sm4,-333.50496,40.0,-8.337624,"['Y-O', 'Cr-O', 'Sm-O']",-25.358129440749998,17.02050544075
Y6Sr2O24Cr8,-325.01414,40.0,-8.1253535,"['Y-O', 'Sr-O', 'Cr-O']",-23.104548576999996,14.979195076999996
Y4Sr4O24Cr8,-308.87796,40.0,-7.7219489999999995,"['Y-O', 'Sr-O', 'Cr-O']",-23.104548576999996,15.382599576999997
Y8Cr7Co1O24,-336.56061,40.0,-8.41401525,"['Y-O', 'Cr-O', 'Co-O']",-23.132458691999997,14.718443441999996
Y8Cr6Co2O24,-331.3801,40.0,-8.2845025,"['Y-O', 'Cr-O', 'Co-O']",-23.132458691999997,14.847956191999996
Y8Cr4Co4O24,-321.10393,40.0,-8.02759825,"['Y-O', 'Cr-O', 'Co-O']",-23.132458691999997,15.104860441999996
Y8Cr7Fe1O24,-338.62764,40.0,-8.465691,"['Y-O', 'Cr-O', 'Fe-O']",-23.769085583999995,15.303394583999996
Y8Cr6Fe2O24,-335.4895,40.0,-8.387237500000001,"['Y-O', 'Cr-O', 'Fe-O']",-23.769085583999995,15.381848083999994
Y8Cr4Fe4O24,-329.22351,40.0,-8.23058775,"['Y-O', 'Cr-O', 'Fe-O']",-23.769085583999995,15.538497833999996
Y8Cr7Mg1O24,-351.95907,40.0,-8.79897675,"['Y-O', 'Cr-O', 'Mg-O']",-23.036266121999997,14.237289371999998
Y8Cr6Mg2O24,-345.15452,40.0,-8.628862999999999,"['Y-O', 'Cr-O', 'Mg-O']",-23.036266121999997,14.407403121999998
Y8Cr4Mg4O24,-331.18174,40.0,-8.279543499999999,"['Y-O', 'Cr-O', 'Mg-O']",-23.036266121999997,14.756722621999998
Y8Cr7Mn1O24,-340.48073,40.0,-8.51201825,"['Y-O', 'Cr-O', 'Mn-O']",-24.908513846999995,16.396495596999994
Y8Cr6Mn2O24,-339.23606,40.0,-8.4809015,"['Y-O', 'Cr-O', 'Mn-O']",-24.908513846999995,16.427612346999993
Y8Cr4Mn4O24,-336.90147,40.0,-8.42253675,"['Y-O', 'Cr-O', 'Mn-O']",-24.908513846999995,16.485977096999996
Y8Cr7O24Ni1,-333.66159,40.0,-8.341539749999999,"['Y-O', 'Cr-O', 'Ni-O']",-21.909669536999996,13.568129786999997
Y8Cr6O24Ni2,-325.7835,40.0,-8.1445875,"['Y-O', 'Cr-O', 'Ni-O']",-21.909669536999996,13.765082036999996
Y8Cr4O24Ni4,-309.37041,40.0,-7.73426025,"['Y-O', 'Cr-O', 'Ni-O']",-21.909669536999996,14.175409286999995
Y8Cr8O24,-341.74913,40.0,-8.54372825,"['Y-O', 'Cr-O']",-17.052245356999997,8.508517106999998
Y6Ba2O24Fe8,-298.09741,40.0,-7.452435250000001,"['Y-O', 'Ba-O', 'Fe-O']",-21.74365873,14.29122348
Y4Ba4O24Fe8,-281.40272,40.0,-7.035068,"['Y-O', 'Ba-O', 'Fe-O']",-21.74365873,14.708590730000001
Y6Ca2Fe8O24,-301.0208,40.0,-7.52552,"['Y-O', 'Ca-O', 'Fe-O']",-22.269327795000002,14.743807795000002
Y4Ca4Fe8O24,-285.9303,40.0,-7.1482575,"['Y-O', 'Ca-O', 'Fe-O']",-22.269327795000002,15.121070295000003
Y6Fe8O24Dy2,-312.21247,40.0,-7.8053117499999995,"['Y-O', 'Fe-O', 'Dy-O']",-24.238970655,16.433658905
Y4Fe8O24Dy4,-308.46191,40.0,-7.711547749999999,"['Y-O', 'Fe-O', 'Dy-O']",-24.238970655,16.527422905
Y6Gd2Fe8O24,-347.19312,40.0,-8.679828,"['Y-O', 'Gd-O', 'Fe-O']",-27.914607437999997,19.234779437999997
Y4Gd4Fe8O24,-362.62036,40.0,-9.065509,"['Y-O', 'Gd-O', 'Fe-O']",-27.914607437999997,18.849098438
Y6Ho2O24Fe8,-312.22462,40.0,-7.8056155,"['Y-O', 'Ho-O', 'Fe-O']",-24.253274595499995,16.447659095499993
Y4Ho4O24Fe8,-308.48884,40.0,-7.7122209999999995,"['Y-O', 'Ho-O', 'Fe-O']",-24.253274595499995,16.541053595499996
Y6Nd2Fe8O24,-311.59308,40.0,-7.789827,"['Y-O', 'Nd-O', 'Fe-O']",-24.075383189500002,16.285556189500003
Y4Nd4Fe8O24,-307.4118,40.0,-7.685295000000001,"['Y-O', 'Nd-O', 'Fe-O']",-24.075383189500002,16.390088189500002
Y6O24Fe8Sm2,-311.84234,40.0,-7.796058499999999,"['Y-O', 'Fe-O', 'Sm-O']",-24.13597029875,16.339911798750002
Y4O24Fe8Sm4,-307.79719,40.0,-7.69492975,"['Y-O', 'Fe-O', 'Sm-O']",-24.13597029875,16.44104054875
Y6Sr2Fe8O24,-299.59912,40.0,-7.489978000000001,"['Y-O', 'Sr-O', 'Fe-O']",-21.882389435,14.392411435
Y4Sr4Fe8O24,-283.53439,40.0,-7.0883597499999995,"['Y-O', 'Sr-O', 'Fe-O']",-21.882389435,14.794029685000002
Y8Co1Fe7O24,-313.95561,40.0,-7.848890249999999,"['Y-O', 'Co-O', 'Fe-O']",-21.910299549999998,14.061409299999998
Y8Co2Fe6O24,-312.16966,40.0,-7.804241500000001,"['Y-O', 'Co-O', 'Fe-O']",-21.910299549999998,14.106058049999998
Y8Co4Fe4O24,-307.84517,40.0,-7.69612925,"['Y-O', 'Co-O', 'Fe-O']",-21.910299549999998,14.214170299999997
Y8Cr1Fe7O24,-319.27435,40.0,-7.981858750000001,"['Y-O', 'Cr-O', 'Fe-O']",-23.769085583999995,15.787226833999995
Y8Cr2Fe6O24,-322.58916,40.0,-8.064729,"['Y-O', 'Cr-O', 'Fe-O']",-23.769085583999995,15.704356583999996
Y8Cr4Fe4O24,-329.22258,40.0,-8.2305645,"['Y-O', 'Cr-O', 'Fe-O']",-23.769085583999995,15.538521083999996
Y8Mg1Fe7O24,-329.26822,40.0,-8.2317055,"['Y-O', 'Mg-O', 'Fe-O']",-21.81410698,13.582401479999998
Y8Mg2Fe6O24,-325.38312,40.0,-8.134578000000001,"['Y-O', 'Mg-O', 'Fe-O']",-21.81410698,13.679528979999997
Y8Mg4Fe4O24,-317.76969,40.0,-7.94424225,"['Y-O', 'Mg-O', 'Fe-O']",-21.81410698,13.869864729999998
Y8Mn1Fe7O24,-318.0015,40.0,-7.9500375000000005,"['Y-O', 'Mn-O', 'Fe-O']",-23.686354705,15.736317204999999
Y8Mn2Fe6O24,-320.01971,40.0,-8.00049275,"['Y-O', 'Mn-O', 'Fe-O']",-23.686354705,15.685861955
Y8Mn4Fe4O24,-324.35966,40.0,-8.1089915,"['Y-O', 'Mn-O', 'Fe-O']",-23.686354705,15.577363205
Y8Ni1Fe7O24,-311.21692,40.0,-7.780423000000001,"['Y-O', 'Ni-O', 'Fe-O']",-20.687510394999997,12.907087394999996
Y8Ni2Fe6O24,-306.33593,40.0,-7.65839825,"['Y-O', 'Ni-O', 'Fe-O']",-20.687510394999997,13.029112144999996
Y8Ni4Fe4O24,-296.55325,40.0,-7.413831249999999,"['Y-O', 'Ni-O', 'Fe-O']",-20.687510394999997,13.273679144999997
Y8Fe8O24,-315.96381,40.0,-7.89909525,"['Y-O', 'Fe-O']",-15.830086215,7.9309909649999994
Y6O24Ba2Ga8,-282.65623,40.0,-7.0664057499999995,"['Y-O', 'Ba-O', 'Ga-O']",-21.062517485,13.996111735000001
Y4O24Ba4Ga8,-264.7123,40.0,-6.6178075000000005,"['Y-O', 'Ba-O', 'Ga-O']",-21.062517485,14.444709985
Y6Ca2O24Ga8,-285.11536,40.0,-7.127884,"['Y-O', 'Ca-O', 'Ga-O']",-21.58818655,14.46030255
Y4Ca4O24Ga8,-268.40843,40.0,-6.71021075,"['Y-O', 'Ca-O', 'Ga-O']",-21.58818655,14.8779758
Y6O24Ga8Dy2,-298.10937,40.0,-7.452734250000001,"['Y-O', 'Ga-O', 'Dy-O']",-23.557829409999997,16.105095159999998
Y4O24Ga8Dy4,-294.36529,40.0,-7.35913225,"['Y-O', 'Ga-O', 'Dy-O']",-23.557829409999997,16.198697159999995
Y6Gd2O24Ga8,-316.61103,40.0,-7.915275750000001,"['Y-O', 'Gd-O', 'Ga-O']",-27.233466192999998,19.318190443
Y4Gd4O24Ga8,-331.39127,40.0,-8.28478175,"['Y-O', 'Gd-O', 'Ga-O']",-27.233466192999998,18.948684442999998
Y6O24Ho2Ga8,-298.12728,40.0,-7.453182,"['Y-O', 'Ho-O', 'Ga-O']",-23.572133350499996,16.118951350499998
