composition,energy,atoms,e_per_atom,oxides,oxide_e_per_atom,e_per_atom-sum(oxide_e_per_atom)
Y4O24Ho4Ga8,-294.39922,40.0,-7.359980500000001,"['Y-O', 'Ho-O', 'Ga-O']",-23.572133350499996,16.212152850499997
Y6Nd2O24Ga8,-297.45309,40.0,-7.43632725,"['Y-O', 'Nd-O', 'Ga-O']",-23.3942419445,15.9579146945
Y4Nd4O24Ga8,-293.25351,40.0,-7.33133775,"['Y-O', 'Nd-O', 'Ga-O']",-23.3942419445,16.0629041945
Y6O24Ga8Sm2,-297.71881,40.0,-7.44297025,"['Y-O', 'Ga-O', 'Sm-O']",-23.454829053749997,16.011858803749995
Y4O24Ga8Sm4,-293.6636,40.0,-7.341589999999999,"['Y-O', 'Ga-O', 'Sm-O']",-23.454829053749997,16.113239053749997
Y6Sr2O24Ga8,-283.85514,40.0,-7.0963785,"['Y-O', 'Sr-O', 'Ga-O']",-21.201248189999998,14.104869689999997
Y4Sr4O24Ga8,-266.37498,40.0,-6.6593745,"['Y-O', 'Sr-O', 'Ga-O']",-21.201248189999998,14.541873689999997
Y8Co1O24Ga7,-301.6929,40.0,-7.5423225,"['Y-O', 'Co-O', 'Ga-O']",-21.229158305,13.686835804999998
Y8Co2O24Ga6,-301.4738,40.0,-7.536845,"['Y-O', 'Co-O', 'Ga-O']",-21.229158305,13.692313304999999
Y8Co4O24Ga4,-301.19945,40.0,-7.52998625,"['Y-O', 'Co-O', 'Ga-O']",-21.229158305,13.699172054999998
Y8Cr1O24Ga7,-306.8537,40.0,-7.6713425,"['Y-O', 'Cr-O', 'Ga-O']",-23.087944338999996,15.416601838999997
Y8Cr2O24Ga6,-311.85139,40.0,-7.79628475,"['Y-O', 'Cr-O', 'Ga-O']",-23.087944338999996,15.291659588999996
Y8Cr4O24Ga4,-321.84906,40.0,-8.0462265,"['Y-O', 'Cr-O', 'Ga-O']",-23.087944338999996,15.041717838999997
Y8O24Fe1Ga7,-303.73188,40.0,-7.593297,"['Y-O', 'Fe-O', 'Ga-O']",-21.865785197,14.272488197000001
Y8O24Fe2Ga6,-305.57911,40.0,-7.63947775,"['Y-O', 'Fe-O', 'Ga-O']",-21.865785197,14.226307447
Y8O24Fe4Ga4,-309.2593,40.0,-7.7314825,"['Y-O', 'Fe-O', 'Ga-O']",-21.865785197,14.134302697
Y8Mg1O24Ga7,-300.41407,40.0,-7.51035175,"['Y-O', 'Mg-O', 'Ga-O']",-21.132965735,13.622613985
Y8Mg2O24Ga6,-298.85473,40.0,-7.47136825,"['Y-O', 'Mg-O', 'Ga-O']",-21.132965735,13.661597484999998
Y8Mg4O24Ga4,-295.74076,40.0,-7.393519,"['Y-O', 'Mg-O', 'Ga-O']",-21.132965735,13.739446734999998
Y8Mn1O24Ga7,-305.63565,40.0,-7.64089125,"['Y-O', 'Mn-O', 'Ga-O']",-23.00521346,15.364322210000001
Y8Mn2O24Ga6,-309.44671,40.0,-7.73616775,"['Y-O', 'Mn-O', 'Ga-O']",-23.00521346,15.26904571
Y8Mn4O24Ga4,-317.28353,40.0,-7.93208825,"['Y-O', 'Mn-O', 'Ga-O']",-23.00521346,15.07312521
Y8Ni1O24Ga7,-298.53789,40.0,-7.46344725,"['Y-O', 'Ni-O', 'Ga-O']",-20.006369149999998,12.542921899999998
Y8Ni2O24Ga6,-295.12919,40.0,-7.37822975,"['Y-O', 'Ni-O', 'Ga-O']",-20.006369149999998,12.628139399999998
Y8Ni4O24Ga4,-288.53216,40.0,-7.213303999999999,"['Y-O', 'Ni-O', 'Ga-O']",-20.006369149999998,12.793065149999999
Y8O24Ga8,-301.85802,40.0,-7.546450500000001,"['Y-O', 'Ga-O']",-15.148944969999999,7.602494469999998
Y6Mn8Ba2O24,-316.75017,40.0,-7.918754250000001,"['Y-O', 'Mn-O', 'Ba-O']",-22.883086993,14.964332742999998
Y4Mn8Ba4O24,-300.52574,40.0,-7.5131435,"['Y-O', 'Mn-O', 'Ba-O']",-22.883086993,15.369943493
Y6Ca2Mn8O24,-319.64429,40.0,-7.991107250000001,"['Y-O', 'Ca-O', 'Mn-O']",-23.408756058,15.417648808000001
Y4Ca4Mn8O24,-305.60784,40.0,-7.640196,"['Y-O', 'Ca-O', 'Mn-O']",-23.408756058,15.768560058000002
Y6Mn8O24Dy2,-329.87301,40.0,-8.24682525,"['Y-O', 'Mn-O', 'Dy-O']",-25.378398918000002,17.131573668
Y4Mn8O24Dy4,-326.12862,40.0,-8.1532155,"['Y-O', 'Mn-O', 'Dy-O']",-25.378398918000002,17.225183418
Y6Gd2O24Mn8,-363.21092,40.0,-9.080273,"['Y-O', 'Gd-O', 'Mn-O']",-29.054035700999997,19.973762701
Y4Gd4O24Mn8,-377.86854,40.0,-9.4467135,"['Y-O', 'Gd-O', 'Mn-O']",-29.054035700999997,19.607322200999995
Y6Mn8Ho2O24,-329.87828,40.0,-8.246957,"['Y-O', 'Mn-O', 'Ho-O']",-25.3927028585,17.1457458585
Y4Mn8Ho4O24,-326.13737,40.0,-8.15343425,"['Y-O', 'Mn-O', 'Ho-O']",-25.3927028585,17.2392686085
Y6Mn8Nd2O24,-329.30051,40.0,-8.23251275,"['Y-O', 'Mn-O', 'Nd-O']",-25.2148114525,16.982298702500003
Y4Mn8Nd4O24,-325.13356,40.0,-8.128339,"['Y-O', 'Mn-O', 'Nd-O']",-25.2148114525,17.0864724525
Y6Mn8O24Sm2,-329.53632,40.0,-8.238408,"['Y-O', 'Mn-O', 'Sm-O']",-25.275398561750002,17.036990561750002
Y4Mn8O24Sm4,-325.5154,40.0,-8.137885,"['Y-O', 'Mn-O', 'Sm-O']",-25.275398561750002,17.13751356175
Y6Sr2Mn8O24,-318.20946,40.0,-7.9552365,"['Y-O', 'Sr-O', 'Mn-O']",-23.021817698,15.066581198
Y4Sr4Mn8O24,-303.0044,40.0,-7.57511,"['Y-O', 'Sr-O', 'Mn-O']",-23.021817698,15.446707698
Y8Mn7Co1O24,-329.64348,40.0,-8.241087,"['Y-O', 'Mn-O', 'Co-O']",-23.049727813,14.808640813
Y8Mn6Co2O24,-325.80997,40.0,-8.14524925,"['Y-O', 'Mn-O', 'Co-O']",-23.049727813,14.904478563
Y8Mn4Co4O24,-318.79579,40.0,-7.96989475,"['Y-O', 'Mn-O', 'Co-O']",-23.049727813,15.079833063
Y8Cr1Mn7O24,-334.43206,40.0,-8.360801499999999,"['Y-O', 'Cr-O', 'Mn-O']",-24.908513846999995,16.547712346999994
Y8Cr2Mn6O24,-335.20025,40.0,-8.38000625,"['Y-O', 'Cr-O', 'Mn-O']",-24.908513846999995,16.528507596999994
Y8Cr4Mn4O24,-336.90402,40.0,-8.4226005,"['Y-O', 'Cr-O', 'Mn-O']",-24.908513846999995,16.485913346999993
Y8Mn7Fe1O24,-331.33615,40.0,-8.28340375,"['Y-O', 'Mn-O', 'Fe-O']",-23.686354705,15.402950955
Y8Mn6Fe2O24,-329.00602,40.0,-8.2251505,"['Y-O', 'Mn-O', 'Fe-O']",-23.686354705,15.461204205
Y8Mn4Fe4O24,-324.36096,40.0,-8.109024,"['Y-O', 'Mn-O', 'Fe-O']",-23.686354705,15.577330705
Y8Mg1Mn7O24,-343.61727,40.0,-8.59043175,"['Y-O', 'Mg-O', 'Mn-O']",-22.953535242999997,14.363103492999997
Y8Mg2Mn6O24,-338.31372,40.0,-8.457843,"['Y-O', 'Mg-O', 'Mn-O']",-22.953535242999997,14.495692242999997
Y8Mg4Mn4O24,-328.25288,40.0,-8.206322,"['Y-O', 'Mg-O', 'Mn-O']",-22.953535242999997,14.747213242999997
Y8Ni1Mn7O24,-326.38464,40.0,-8.159616,"['Y-O', 'Ni-O', 'Mn-O']",-21.826938657999996,13.667322657999996
Y8Ni2Mn6O24,-317.98157,40.0,-7.949539249999999,"['Y-O', 'Ni-O', 'Mn-O']",-21.826938657999996,13.877399407999997
Y8Ni4Mn4O24,-308.2941,40.0,-7.707352500000001,"['Y-O', 'Ni-O', 'Mn-O']",-21.826938657999996,14.119586157999995
Y8Mn8O24,-333.61956,40.0,-8.340489,"['Y-O', 'Mn-O']",-16.969514478,8.629025478
Y6Ni8Ba2O24,-259.8899,40.0,-6.4972475,"['Y-O', 'Ni-O', 'Ba-O']",-19.884242682999997,13.386995182999996
Y4Ni8Ba4O24,-241.9908,40.0,-6.0497700000000005,"['Y-O', 'Ni-O', 'Ba-O']",-19.884242682999997,13.834472682999996
Y6Ni8Ca2O24,-262.94442,40.0,-6.573610499999999,"['Y-O', 'Ni-O', 'Ca-O']",-20.409911748,13.836301248
Y4Ni8Ca4O24,-246.98007,40.0,-6.17450175,"['Y-O', 'Ni-O', 'Ca-O']",-20.409911748,14.235409997999998
Y6Ni8O24Dy2,-275.20288,40.0,-6.880072,"['Y-O', 'Ni-O', 'Dy-O']",-22.379554608,15.499482608
Y4Ni8O24Dy4,-271.75655,40.0,-6.79391375,"['Y-O', 'Ni-O', 'Dy-O']",-22.379554608,15.585640858
Y6Ni8Gd2O24,-316.90456,40.0,-7.922614,"['Y-O', 'Ni-O', 'Gd-O']",-26.055191390999997,18.132577390999998
Y4Ni8Gd4O24,-331.68163,40.0,-8.29204075,"['Y-O', 'Ni-O', 'Gd-O']",-26.055191390999997,17.763150640999996
Y6Ni8Ho2O24,-275.22268,40.0,-6.880567000000001,"['Y-O', 'Ni-O', 'Ho-O']",-22.3938585485,15.513291548499998
Y4Ni8Ho4O24,-271.80313,40.0,-6.79507825,"['Y-O', 'Ni-O', 'Ho-O']",-22.3938585485,15.5987802985
Y6Ni8Nd2O24,-274.51827,40.0,-6.8629567499999995,"['Y-O', 'Ni-O', 'Nd-O']",-22.2159671425,15.3530103925
Y4Ni8Nd4O24,-270.55124,40.0,-6.763781,"['Y-O', 'Ni-O', 'Nd-O']",-22.2159671425,15.452186142499999
Y6Ni8O24Sm2,-274.82271,40.0,-6.870567749999999,"['Y-O', 'Ni-O', 'Sm-O']",-22.27655425175,15.40598650175
Y4Ni8O24Sm4,-271.06203,40.0,-6.77655075,"['Y-O', 'Ni-O', 'Sm-O']",-22.27655425175,15.50000350175
Y6Sr2O24Ni8,-261.42132,40.0,-6.535532999999999,"['Y-O', 'Sr-O', 'Ni-O']",-20.022973387999997,13.487440387999998
Y4Sr4O24Ni8,-244.234,40.0,-6.10585,"['Y-O', 'Sr-O', 'Ni-O']",-20.022973387999997,13.917123387999997
Y8Ni7Co1O24,-281.94914,40.0,-7.0487285,"['Y-O', 'Ni-O', 'Co-O']",-20.050883502999998,13.002155002999999
Y8Ni6Co2O24,-285.27887,40.0,-7.13197175,"['Y-O', 'Ni-O', 'Co-O']",-20.050883502999998,12.918911752999998
Y8Ni4Co4O24,-291.95089,40.0,-7.298772250000001,"['Y-O', 'Ni-O', 'Co-O']",-20.050883502999998,12.752111252999997
Y8Cr1O24Ni7,-286.97568,40.0,-7.174392,"['Y-O', 'Cr-O', 'Ni-O']",-21.909669536999996,14.735277536999995
Y8Cr2O24Ni6,-294.33093,40.0,-7.358273250000001,"['Y-O', 'Cr-O', 'Ni-O']",-21.909669536999996,14.551396286999996
Y8Cr4O24Ni4,-310.73562,40.0,-7.7683905,"['Y-O', 'Cr-O', 'Ni-O']",-21.909669536999996,14.141279036999997
Y8Ni7Fe1O24,-282.1981,40.0,-7.054952500000001,"['Y-O', 'Ni-O', 'Fe-O']",-20.687510394999997,13.632557894999996
Y8Ni6Fe2O24,-286.86156,40.0,-7.171539,"['Y-O', 'Ni-O', 'Fe-O']",-20.687510394999997,13.515971394999998
Y8Ni4Fe4O24,-298.56135,40.0,-7.4640337500000005,"['Y-O', 'Ni-O', 'Fe-O']",-20.687510394999997,13.223476644999996
Y8Ni7Mg1O24,-304.1894,40.0,-7.604735,"['Y-O', 'Ni-O', 'Mg-O']",-19.954690933,12.349955932999999
Y8Ni6Mg2O24,-303.62515,40.0,-7.5906287500000005,"['Y-O', 'Ni-O', 'Mg-O']",-19.954690933,12.364062182999998
Y8Ni4Mg4O24,-302.51882,40.0,-7.5629705000000005,"['Y-O', 'Ni-O', 'Mg-O']",-19.954690933,12.391720432999998
Y8Ni7Mn1O24,-285.28798,40.0,-7.1321995000000005,"['Y-O', 'Ni-O', 'Mn-O']",-21.826938657999996,14.694739157999996
Y8Ni6Mn2O24,-294.36547,40.0,-7.35913675,"['Y-O', 'Ni-O', 'Mn-O']",-21.826938657999996,14.467801907999995
Y8Ni4Mn4O24,-310.17159,40.0,-7.75428975,"['Y-O', 'Ni-O', 'Mn-O']",-21.826938657999996,14.072648907999996
Y8Ni8O24,-278.64927,40.0,-6.96623175,"['Y-O', 'Ni-O']",-13.970670167999998,7.004438417999998
Y6Sc8Ba2O24,-343.94648,40.0,-8.598662000000001,"['Y-O', 'Sc-O', 'Ba-O']",-24.084911763499996,15.486249763499995
Y4Sc8Ba4O24,-326.97012,40.0,-8.174253,"['Y-O', 'Sc-O', 'Ba-O']",-24.084911763499996,15.910658763499995
Y6Sc8Ca2O24,-345.8261,40.0,-8.6456525,"['Y-O', 'Sc-O', 'Ca-O']",-24.610580828499998,15.964928328499997
Y4Sc8Ca4O24,-329.32292,40.0,-8.233073000000001,"['Y-O', 'Sc-O', 'Ca-O']",-24.610580828499998,16.377507828499997
Y6Sc8O24Dy2,-358.51635,40.0,-8.96290875,"['Y-O', 'Sc-O', 'Dy-O']",-26.5802236885,17.617314938499998
Y4Sc8O24Dy4,-354.74506,40.0,-8.868626500000001,"['Y-O', 'Sc-O', 'Dy-O']",-26.5802236885,17.711597188499997
Y6Sc8Gd2O24,-377.16614,40.0,-9.4291535,"['Y-O', 'Sc-O', 'Gd-O']",-30.255860471499997,20.826706971499995
Y4Sc8Gd4O24,-392.06161,40.0,-9.801540249999999,"['Y-O', 'Sc-O', 'Gd-O']",-30.255860471499997,20.454320221499998
Y6Sc8Ho2O24,-358.51459,40.0,-8.96286475,"['Y-O', 'Sc-O', 'Ho-O']",-26.594527628999998,17.631662878999997
Y4Sc8Ho4O24,-354.74328,40.0,-8.868582,"['Y-O', 'Sc-O', 'Ho-O']",-26.594527628999998,17.725945628999998
Y6Sc8Nd2O24,-358.05651,40.0,-8.95141275,"['Y-O', 'Sc-O', 'Nd-O']",-26.416636222999998,17.465223472999998
Y4Sc8Nd4O24,-353.97713,40.0,-8.849428249999999,"['Y-O', 'Sc-O', 'Nd-O']",-26.416636222999998,17.567207973
Y6Sc8O24Sm2,-358.24363,40.0,-8.95609075,"['Y-O', 'Sc-O', 'Sm-O']",-26.47722333225,17.521132582249997
Y4Sc8O24Sm4,-354.25807,40.0,-8.85645175,"['Y-O', 'Sc-O', 'Sm-O']",-26.47722333225,17.62077158225
Y6Sr2Sc8O24,-344.7464,40.0,-8.61866,"['Y-O', 'Sr-O', 'Sc-O']",-24.223642468499996,15.604982468499996
Y4Sr4Sc8O24,-327.64555,40.0,-8.19113875,"['Y-O', 'Sr-O', 'Sc-O']",-24.223642468499996,16.032503718499996
Y8Sc7Co1O24,-354.3956,40.0,-8.85989,"['Y-O', 'Sc-O', 'Co-O']",-24.251552583499997,15.391662583499997
Y8Sc6Co2O24,-346.52109,40.0,-8.66302725,"['Y-O', 'Sc-O', 'Co-O']",-24.251552583499997,15.588525333499996
Y8Sc4Co4O24,-330.97712,40.0,-8.274428,"['Y-O', 'Sc-O', 'Co-O']",-24.251552583499997,15.977124583499997
Y8Sc7O24Cr1,-359.61298,40.0,-8.9903245,"['Y-O', 'Sc-O', 'Cr-O']",-26.1103386175,17.1200141175
Y8Sc6O24Cr2,-356.97986,40.0,-8.9244965,"['Y-O', 'Sc-O', 'Cr-O']",-26.1103386175,17.1858421175
Y8Sc4O24Cr4,-351.89128,40.0,-8.797282,"['Y-O', 'Sc-O', 'Cr-O']",-26.1103386175,17.3130566175
Y8Sc7Fe1O24,-356.508,40.0,-8.9127,"['Y-O', 'Sc-O', 'Fe-O']",-24.888179475499996,15.975479475499997
Y8Sc6Fe2O24,-350.72389,40.0,-8.76809725,"['Y-O', 'Sc-O', 'Fe-O']",-24.888179475499996,16.120082225499996
Y8Sc4Fe4O24,-339.26838,40.0,-8.4817095,"['Y-O', 'Sc-O', 'Fe-O']",-24.888179475499996,16.406469975499995
Y8Sc7Mg1O24,-353.15914,40.0,-8.8289785,"['Y-O', 'Sc-O', 'Mg-O']",-24.155360013499998,15.326381513499998
Y8Sc6Mg2O24,-343.85666,40.0,-8.5964165,"['Y-O', 'Sc-O', 'Mg-O']",-24.155360013499998,15.558943513499997
Y8Sc4Mg4O24,-325.39158,40.0,-8.1347895,"['Y-O', 'Sc-O', 'Mg-O']",-24.155360013499998,16.020570513499997
Y8Sc7Mn1O24,-358.43012,40.0,-8.960753,"['Y-O', 'Sc-O', 'Mn-O']",-26.027607738499995,17.066854738499995
Y8Sc6Mn2O24,-354.65486,40.0,-8.8663715,"['Y-O', 'Sc-O', 'Mn-O']",-26.027607738499995,17.161236238499995
Y8Sc4Mn4O24,-347.42838,40.0,-8.6857095,"['Y-O', 'Sc-O', 'Mn-O']",-26.027607738499995,17.341898238499994
Y8Sc7O24Ni1,-351.10741,40.0,-8.777685250000001,"['Y-O', 'Sc-O', 'Ni-O']",-23.028763428499996,14.251078178499995
Y8Sc6O24Ni2,-339.90426,40.0,-8.4976065,"['Y-O', 'Sc-O', 'Ni-O']",-23.028763428499996,14.531156928499996
Y8Sc4O24Ni4,-317.99217,40.0,-7.94980425,"['Y-O', 'Sc-O', 'Ni-O']",-23.028763428499996,15.078959178499996
Y8Sc8O24,-362.28973,40.0,-9.05724325,"['Y-O', 'Sc-O']",-18.171339248499997,9.114095998499996
Y6Ba2O24Ti8,-350.19388,40.0,-8.754847,"['Y-O', 'Ba-O', 'Ti-O']",-24.044459849,15.289612849
Y4Ba4O24Ti8,-339.24884,40.0,-8.481221,"['Y-O', 'Ba-O', 'Ti-O']",-24.044459849,15.563238849
Y6Ca2O24Ti8,-352.92332,40.0,-8.823083,"['Y-O', 'Ca-O', 'Ti-O']",-24.570128914,15.747045914000001
Y4Ca4O24Ti8,-343.66333,40.0,-8.59158325,"['Y-O', 'Ca-O', 'Ti-O']",-24.570128914,15.978545664000002
Y6Ti8O24Dy2,-358.25293,40.0,-8.95632325,"['Y-O', 'Ti-O', 'Dy-O']",-26.539771774000002,17.583448524
Y4Ti8O24Dy4,-354.49492,40.0,-8.862373,"['Y-O', 'Ti-O', 'Dy-O']",-26.539771774000002,17.677398774000004
Y6Gd2O24Ti8,-376.9778,40.0,-9.424445,"['Y-O', 'Gd-O', 'Ti-O']",-30.215408557,20.790963556999998
Y4Gd4O24Ti8,-392.07564,40.0,-9.801891000000001,"['Y-O', 'Gd-O', 'Ti-O']",-30.215408557,20.413517557
Y6Ho2O24Ti8,-357.92811,40.0,-8.94820275,"['Y-O', 'Ho-O', 'Ti-O']",-26.554075714499998,17.605872964499998
Y4Ho4O24Ti8,-354.48673,40.0,-8.86216825,"['Y-O', 'Ho-O', 'Ti-O']",-26.554075714499998,17.691907464499998
Y6Nd2O24Ti8,-357.76449,40.0,-8.94411225,"['Y-O', 'Nd-O', 'Ti-O']",-26.3761843085,17.4320720585
Y4Nd4O24Ti8,-353.69867,40.0,-8.84246675,"['Y-O', 'Nd-O', 'Ti-O']",-26.3761843085,17.5337175585
Y6O24Sm2Ti8,-357.96714,40.0,-8.949178499999999,"['Y-O', 'Sm-O', 'Ti-O']",-26.43677141775,17.48759291775
Y4O24Sm4Ti8,-353.99199,40.0,-8.849799749999999,"['Y-O', 'Sm-O', 'Ti-O']",-26.43677141775,17.58697166775
Y6Sr2O24Ti8,-351.59433,40.0,-8.78985825,"['Y-O', 'Sr-O', 'Ti-O']",-24.183190554,15.393332304
Y4Sr4O24Ti8,-341.38301,40.0,-8.53457525,"['Y-O', 'Sr-O', 'Ti-O']",-24.183190554,15.648615304
Y8Co1O24Ti7,-356.76926,40.0,-8.919231499999999,"['Y-O', 'Co-O', 'Ti-O']",-24.211100669,15.291869169000002
Y8Co2O24Ti6,-351.32854,40.0,-8.783213499999999,"['Y-O', 'Co-O', 'Ti-O']",-24.211100669,15.427887169000002
Y8Co4O24Ti4,-340.26348,40.0,-8.506587,"['Y-O', 'Co-O', 'Ti-O']",-24.211100669,15.704513669
Y8Cr1O24Ti7,-359.50243,40.0,-8.98756075,"['Y-O', 'Cr-O', 'Ti-O']",-26.069886702999998,17.082325952999998
Y8Cr2O24Ti6,-357.40498,40.0,-8.9351245,"['Y-O', 'Cr-O', 'Ti-O']",-26.069886702999998,17.134762202999998
Y8Cr4O24Ti4,-352.9465,40.0,-8.823662500000001,"['Y-O', 'Cr-O', 'Ti-O']",-26.069886702999998,17.246224202999997
Y8Fe1O24Ti7,-357.68247,40.0,-8.94206175,"['Y-O', 'Fe-O', 'Ti-O']",-24.847727561,15.905665810999999
Y8Fe2O24Ti6,-353.36131,40.0,-8.83403275,"['Y-O', 'Fe-O', 'Ti-O']",-24.847727561,16.013694811
Y8Fe4O24Ti4,-344.68249,40.0,-8.61706225,"['Y-O', 'Fe-O', 'Ti-O']",-24.847727561,16.230665311
Y8Mg1O24Ti7,-356.53378,40.0,-8.9133445,"['Y-O', 'Mg-O', 'Ti-O']",-24.114908099,15.201563599000002
Y8Mg2O24Ti6,-350.93394,40.0,-8.7733485,"['Y-O', 'Mg-O', 'Ti-O']",-24.114908099,15.341559599
Y8Mg4O24Ti4,-339.6592,40.0,-8.49148,"['Y-O', 'Mg-O', 'Ti-O']",-24.114908099,15.623428099000002
Y8Mn1O24Ti7,-359.89468,40.0,-8.997367,"['Y-O', 'Mn-O', 'Ti-O']",-25.987155824000002,16.989788824
Y8Mn2O24Ti6,-357.69074,40.0,-8.9422685,"['Y-O', 'Mn-O', 'Ti-O']",-25.987155824000002,17.044887324
Y8Mn4O24Ti4,-353.87093,40.0,-8.84677325,"['Y-O', 'Mn-O', 'Ti-O']",-25.987155824000002,17.140382574
Y8Ni1O24Ti7,-354.16402,40.0,-8.8541005,"['Y-O', 'Ni-O', 'Ti-O']",-22.988311514,14.134211014
Y8Ni2O24Ti6,-346.16795,40.0,-8.65419875,"['Y-O', 'Ni-O', 'Ti-O']",-22.988311514,14.334112763999999
Y8Ni4O24Ti4,-330.00892,40.0,-8.250223,"['Y-O', 'Ni-O', 'Ti-O']",-22.988311514,14.738088514
Y8O24Ti8,-362.01721,40.0,-9.05043025,"['Y-O', 'Ti-O']",-18.130887334,9.080457084
Y6Ba2O24V8,-329.69027,40.0,-8.24225675,"['Y-O', 'Ba-O', 'V-O']",-23.05921527825,14.816958528250002
Y4Ba4O24V8,-315.36885,40.0,-7.88422125,"['Y-O', 'Ba-O', 'V-O']",-23.05921527825,15.174994028250001
Y6Ca2O24V8,-332.63367,40.0,-8.31584175,"['Y-O', 'Ca-O', 'V-O']",-23.58488434325,15.26904259325
Y4Ca4O24V8,-320.54777,40.0,-8.01369425,"['Y-O', 'Ca-O', 'V-O']",-23.58488434325,15.57119009325
Y6V8O24Dy2,-341.33965,40.0,-8.53349125,"['Y-O', 'V-O', 'Dy-O']",-25.554527203249997,17.021035953249996
Y4V8O24Dy4,-337.87654,40.0,-8.446913499999999,"['Y-O', 'V-O', 'Dy-O']",-25.554527203249997,17.107613703249996
Y6Gd2O24V8,-374.35992,40.0,-9.358998,"['Y-O', 'Gd-O', 'V-O']",-29.23016398625,19.87116598625
Y4Gd4O24V8,-389.54239,40.0,-9.73855975,"['Y-O', 'Gd-O', 'V-O']",-29.23016398625,19.491604236249998
Y6Ho2O24V8,-341.35573,40.0,-8.53389325,"['Y-O', 'Ho-O', 'V-O']",-25.568831143749996,17.034937893749998
Y4Ho4O24V8,-337.90138,40.0,-8.4475345,"['Y-O', 'Ho-O', 'V-O']",-25.568831143749996,17.121296643749996
Y6Nd2O24V8,-340.72512,40.0,-8.518128,"['Y-O', 'Nd-O', 'V-O']",-25.39093973775,16.87281173775
Y4Nd4O24V8,-336.76827,40.0,-8.419206749999999,"['Y-O', 'Nd-O', 'V-O']",-25.39093973775,16.971732987750002
Y6O24Sm2V8,-341.01582,40.0,-8.5253955,"['Y-O', 'Sm-O', 'V-O']",-25.451526846999997,16.926131346999995
Y4O24Sm4V8,-337.26382,40.0,-8.4315955,"['Y-O', 'Sm-O', 'V-O']",-25.451526846999997,17.019931346999996
Y6Sr2O24V8,-331.10975,40.0,-8.27774375,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,14.920202233249997
Y4Sr4O24V8,-317.86595,40.0,-7.94664875,"['Y-O', 'Sr-O', 'V-O']",-23.197945983249998,15.251297233249998
Y8Co1O24V7,-339.35909,40.0,-8.483977249999999,"['Y-O', 'Co-O', 'V-O']",-23.22585609825,14.74187884825
Y8Co2O24V6,-334.71663,40.0,-8.36791575,"['Y-O', 'Co-O', 'V-O']",-23.22585609825,14.857940348249999
Y8Co4O24V4,-314.44455,40.0,-7.8611137499999995,"['Y-O', 'Co-O', 'V-O']",-23.22585609825,15.36474234825
Y8Cr1O24V7,-344.61311,40.0,-8.61532775,"['Y-O', 'Cr-O', 'V-O']",-25.084642132249996,16.469314382249998
Y8Cr2O24V6,-344.41319,40.0,-8.61032975,"['Y-O', 'Cr-O', 'V-O']",-25.084642132249996,16.474312382249998
Y8Cr4O24V4,-344.07896,40.0,-8.601974,"['Y-O', 'Cr-O', 'V-O']",-25.084642132249996,16.482668132249998
Y8Fe1O24V7,-341.48613,40.0,-8.53715325,"['Y-O', 'Fe-O', 'V-O']",-23.86248299025,15.325329740250002
Y8Fe2O24V6,-335.9126,40.0,-8.397815,"['Y-O', 'Fe-O', 'V-O']",-23.86248299025,15.464667990250001
Y8Fe4O24V4,-331.47153,40.0,-8.286788249999999,"['Y-O', 'Fe-O', 'V-O']",-23.86248299025,15.575694740250002
Y8Mg1O24V7,-354.79796,40.0,-8.869949,"['Y-O', 'Mg-O', 'V-O']",-23.12966352825,14.259714528249999
Y8Mg2O24V6,-348.55868,40.0,-8.713967,"['Y-O', 'Mg-O', 'V-O']",-23.12966352825,14.415696528249999
Y8Mg4O24V4,-335.72066,40.0,-8.3930165,"['Y-O', 'Mg-O', 'V-O']",-23.12966352825,14.73664702825
Y8Mn1O24V7,-341.46337,40.0,-8.53658425,"['Y-O', 'Mn-O', 'V-O']",-25.00191125325,16.46532700325
Y8Mn2O24V6,-340.72818,40.0,-8.5182045,"['Y-O', 'Mn-O', 'V-O']",-25.00191125325,16.48370675325
Y8Mn4O24V4,-339.31169,40.0,-8.48279225,"['Y-O', 'Mn-O', 'V-O']",-25.00191125325,16.51911900325
Y8Ni1O24V7,-337.86672,40.0,-8.446667999999999,"['Y-O', 'Ni-O', 'V-O']",-22.003066943249998,13.556398943249999
Y8Ni2O24V6,-329.9292,40.0,-8.24823,"['Y-O', 'Ni-O', 'V-O']",-22.003066943249998,13.754836943249998
Y8Ni4O24V4,-316.97844,40.0,-7.924460999999999,"['Y-O', 'Ni-O', 'V-O']",-22.003066943249998,14.078605943249999
Y8O24V8,-344.81506,40.0,-8.6203765,"['Y-O', 'V-O']",-17.14564276325,8.525266263249998
Zn1Co8Ba7O24,-231.99935,40.0,-5.79998375,"['Zn-O', 'Co-O', 'Ba-O']",-16.5440875375,10.744103787500002
Zn1Ba7O24Fe8,-245.44147,40.0,-6.136036750000001,"['Zn-O', 'Ba-O', 'Fe-O']",-17.1807144295,11.0446776795
Zn1Mn8Ba7O24,-264.31284,40.0,-6.6078209999999995,"['Zn-O', 'Mn-O', 'Ba-O']",-18.3201426925,11.7123216925
Ni8Zn1Ba7O24,-201.27581,40.0,-5.03189525,"['Ni-O', 'Zn-O', 'Ba-O']",-15.3212983825,10.2894031325
Zn2Co8Ba6O24,-225.95443,40.0,-5.64886075,"['Zn-O', 'Co-O', 'Ba-O']",-16.5440875375,10.8952267875
